"Código","Nome Município","Hepatite B 1999-2007","Hepatite B 2008","Hepatite B 2009","Hepatite B 2010","Hepatite B 2011","Hepatite B 2012","Hepatite B 2013","Hepatite B 2014","Hepatite B 2015","Hepatite B 2016","Hepatite B 2017","Hepatite B 2018","Hepatite B 2019","Hepatite B 2020","Tx Det Hep B 2008","Tx Det Hep B 2009","Tx Det Hep B 2010","Tx Det Hep B 2011","Tx Det Hep B 2012","Tx Det Hep B 2013","Tx Det Hep B 2014","Tx Det Hep B 2015","Tx Det Hep B 2016","Tx Det Hep B 2017","Tx Det Hep B 2018","Tx Det Hep B 2019","Tx Det Hep B 2020","Hep B M Total","Hep B M 1999-2007","Hep B M 2008","Hep B M 2009","Hep B M 2010","Hep B M 2011","Hep B M 2012","Hep B M 2013","Hep B M 2014","Hep B M 2015","Hep B M 2016","Hep B M 2017","Hep B M 2018","Hep B M 2019","Hep B M 2020","Tx Det M Hep B M 2008","Tx Det M Hep B M 2009","Tx Det M Hep B M 2010","Tx Det M Hep B M 2011","Tx Det M Hep B M 2012","Tx Det M Hep B M 2013","Tx Det M Hep B M 2014","Tx Det M Hep B M 2015","Tx Det M Hep B M 2016","Tx Det M Hep B M 2017","Tx Det M Hep B M 2018","Tx Det M Hep B M 2019","Tx Det M Hep B M 2020","Hep B F Total","Hep B F 1999-2007","Hep B F 2008","Hep B F 2009","Hep B F 2010","Hep B F 2011","Hep B F 2012","Hep B F 2013","Hep B F 2014","Hep B F 2015","Hep B F 2016","Hep B F 2017","Hep B F 2018","Hep B F 2019","Hep B F 2020","Tx Det F Hep B F 2008","Tx Det F Hep B F 2009","Tx Det F Hep B F 2010","Tx Det F Hep B F 2011","Tx Det F Hep B F 2012","Tx Det F Hep B F 2013","Tx Det F Hep B F 2014","Tx Det F Hep B F 2015","Tx Det F Hep B F 2016","Tx Det F Hep B F 2017","Tx Det F Hep B F 2018","Tx Det F Hep B F 2019","Tx Det F Hep B F 2020","Óbitos B Total","Óbitos B 2000-2007","Óbitos B 2008","Óbitos B 2009","Óbitos B 2010","Óbitos B 2011","Óbitos B 2012","Óbitos B 2013","Óbitos B 2014","Óbitos B 2015","Óbitos B 2016","Óbitos B 2017","Óbitos B 2018","Óbitos B 2019"
110011,"Jaru",21,7,11,16,11,15,17,12,22,26,21,29,60,11,12.9737744416644,20.3907611315019,30.7662724738006,21.2015496405374,28.9771080846132,32.235432428845,22.8245363766049,41.9767219996184,49.7588609048457,40.3117441547971,55.8411799818998,115.886045388701,21.3095699341341,140,15,4,5,10,5,7,12,7,9,12,5,11,29,9,14.5195832879596,18.1600261504377,38.454143433955,19.2707931858475,27.0395550061805,45.7718274402106,26.8363747891428,34.6874277345256,46.4828013634955,19.4658568870202,43.0427296916575,114.034052927529,35.581560844469,139,6,3,6,6,6,8,5,5,13,14,16,18,31,2,11.3610543058396,22.7160867754515,23.0769230769231,23.1329760573698,30.9154847934459,18.8536953242836,18.8743346797025,49.1233373639661,52.9580874564987,60.5877006967586,68.2412708041097,117.67385362891,7.59705234369065,11,3,1,0,1,1,0,0,0,1,1,1,2,0
110012,"Ji-Paraná",175,31,51,35,24,17,13,9,9,31,53,29,55,25,28.0018427019068,45.9442902958452,30.0145785095618,20.4493750159761,14.3955560071808,10.6119850126119,7.28202472651952,7.21732157177225,24.6497352141346,41.7895384227209,22.672723150414,42.6459071559832,19.2294379619872,258,65,11,18,11,13,9,9,7,6,15,31,15,31,17,20.1177804601485,32.8725094508465,19.0232429441063,22.3375373724183,15.3693773694457,14.8377736744922,11.4498822297828,9.73583436100474,24.1592578275995,49.5627288279214,23.808390076663,48.8442812800353,26.6003223333177,299,110,20,33,24,11,8,4,2,3,16,22,14,24,8,35.6958003890842,58.6697957224385,40.8260470179975,18.5920730161413,13.4376994658514,6.46757320484421,3.20225438708851,4.75646879756469,25.1279957282407,34.2257969165668,21.5703192407248,36.6401025922873,12.1028744326778,7,1,0,0,0,0,1,2,1,1,0,1,0,0
110013,"Machadinho D'Oeste",15,6,2,10,26,18,26,26,33,29,29,45,35,19,18.6254423542559,6.03099933659007,32.1181949574434,81.8124606670862,55.550411998889,75.2663270032422,73.3199853360029,90.6717955763154,77.770924401298,75.9460521147047,115.098345141571,87.5196919306844,46.4922798345854,149,11,4,0,4,10,4,11,8,17,19,15,19,16,11,23.0494410510545,0,24.1896468311563,59.2487261523877,23.2409505548777,60.3732162458836,42.8678598220984,88.9307386482528,97.2613258254415,75.1578314460367,93.2423811159641,76.9341731980574,51.8623290900519,170,4,2,2,6,16,14,15,18,16,10,14,26,19,8,13.4589502018843,13.0625040820325,41.0987053907802,107.368138504899,92.1537651395471,91.8892428326391,107.149235073516,92.5979512703282,56.3253351357441,76.8091293136556,138.888888888889,98.9892674794207,40.6979701887368,3,1,0,0,0,0,0,0,1,0,0,1,0,0
110014,"Nova Brasilândia D'Oeste",8,3,12,16,6,5,13,13,6,7,2,4,9,4,16.9942785928737,67.8311005596066,80.5071953305827,30.1765327163909,25.1369966316425,63.7848976988372,63.7348629700446,29.3930338509773,34.2666927746231,9.78329990705865,19.551297717386,43.9581908762333,19.5226707013519,46,3,1,5,4,2,2,10,4,4,0,2,2,6,1,10.6439595529537,53.1123858083705,38.6697602474865,19.3348801237432,19.3236714975845,94.9667616334283,38.0589914367269,38.1460995613199,0,19.1424196018377,19.1772940838048,57.6368876080692,9.62463907603465,62,5,2,7,12,4,3,3,9,2,7,0,2,3,3,24.2189392104626,84.5717047239338,125.91815320042,41.9331166788972,31.4432449428781,30.4537610394884,91.0286234449277,20.1470736375541,70.281124497992,0,19.9401794616152,29.8092209856916,29.7059114763838,2,1,0,0,0,0,0,0,0,0,0,1,0,0
110015,"Ouro Preto do Oeste",34,9,10,6,14,18,12,23,11,12,5,9,20,7,24.2313284152711,27.2294077603812,15.8194473739717,37.1333085777943,48.023051064511,31.6697896598137,61.2043960722744,29.5214835887389,32.4710466500704,13.6425648021828,24.7660979636764,55.5015956708755,19.5875423230825,96,13,3,5,3,7,9,7,16,3,4,3,3,14,6,16.116035455278,27.2049621851026,16.044496737619,37.6566786809403,48.7065699751055,37.7256804095931,87.1649596862062,16.5289256198347,22.2779170147591,16.888088268408,17.0706725844998,80.5709023941068,34.9141693337213,94,21,6,5,3,7,9,5,7,8,8,2,6,6,1,32.3851675932423,27.2538973073149,15.600624024961,36.6242871344111,47.3584508524521,25.8585022755482,36.4147115434636,41.8607084924912,42.1030472080417,10.5898549189876,31.9727166151551,32.1560640977544,5.39025442000863,4,0,0,1,0,0,0,0,0,0,1,0,0,2
110018,"Pimenta Bueno",44,10,3,5,3,7,12,10,16,12,10,8,6,1,29.5831730911458,8.8282031663822,14.7832771568801,8.82846296459786,20.5068111908598,34.0097494615123,28.1563239103503,44.7527411053927,33.3537161598755,27.6212573196332,21.9575122138662,16.366612111293,2.71142322605135,72,19,5,2,0,1,2,5,6,6,9,8,4,4,1,29.6278739037687,11.8098612341305,0,5.84009811364831,11.6306117701791,28.1753634621887,33.6285169824011,33.4410879500613,49.9001996007984,44.1281923989189,21.953896816685,21.8388294387421,5.43242068665798,75,25,5,1,5,2,5,7,4,10,3,2,4,2,0,29.5386069592958,5.86613480377779,29.7956021691198,11.8638035354135,29.5176810909735,39.9133310525716,22.6321149711441,56.1482313307131,16.7205439750307,11.0650069156293,21.9611288020204,10.9027474923681,0,5,0,0,1,0,0,2,0,0,0,0,1,1,0
110020,"Porto Velho",661,104,85,123,183,150,166,198,150,168,156,164,122,47,27.4271729441488,22.1686118536872,28.7029755417978,41.9982925284349,33.8829142016847,35.4289787703583,41.3520016039564,30.6577936199088,33.6475776748322,30.6288936490204,31.5669324833359,23.0386898916804,8.71412838321399,1364,369,66,47,66,77,88,90,110,78,89,84,93,77,30,35.3411762186012,24.9242990703767,30.3283735720391,34.7978560905287,39.1427732654859,37.5820541515642,44.8750637429883,31.0927920530013,34.7086810701193,32.0651074371963,34.7544022242817,28.193251926844,10.7707165757738,1112,291,38,38,57,106,62,76,88,72,79,72,71,45,17,19.7469275339725,19.5017808205118,27.025873718049,49.4278493289936,28.4556390356292,33.1780658060742,37.6565635818239,30.2000755001888,32.5272879241414,29.10784456411,28.1814248687182,17.5487171887735,6.51788007867465,112,39,9,2,3,3,3,10,11,7,6,4,9,6
110025,"Presidente Médici",14,1,2,2,1,1,1,5,2,10,1,8,12,0,4.3675751222921,8.8813890492473,8.960974954075,4.54359580171748,4.6063844488461,4.6373585605639,23.6630383341221,9.66744006187162,49.3485984998026,5.04032258064516,41.2179916533567,63.2044664489624,0,31,8,1,2,1,0,0,1,3,1,5,1,3,5,0,8.62068965517241,17.5608042848362,8.84251481121231,0,0,9.19878576027964,28.2273240496801,9.63298333493883,49.2756479747709,10.0847115772489,30.9757356737223,52.8764805414552,0,29,6,0,0,1,1,1,0,2,1,5,0,5,7,0,0,0,9.08265213442325,9.21404220031328,9.33532486930545,0,19.0439916206437,9.70214417386242,49.4217653454581,0,51.4191690662279,73.4522560335782,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
110026,"Rio Crespo",6,2,4,2,0,0,6,6,3,1,0,3,2,2,61.3496932515337,121.580547112462,60.313630880579,0,0,170.648464163823,168.681473151532,83.3333333333333,27.4649821477616,0,80.58017727639,53.134962805526,52.5762355415352,24,3,1,1,1,0,0,5,4,2,1,0,2,2,2,57.1755288736421,56.8181818181818,56.5930956423316,0,0,269.832703723691,213.561131873999,105.988341282459,52.6315789473684,0,103.573278094252,102.616726526424,101.884870096791,13,3,1,3,1,0,0,1,2,1,0,0,1,0,0,66.1813368630046,196.078431372549,64.5577792123951,0,0,60.1322910402886,118.764845605701,58.3771161704612,0,0,55.8035714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110028,"Rolim de Moura",47,3,5,2,7,23,15,21,29,5,11,4,3,0,5.97026806503612,9.90157831158287,3.9488232506713,13.7527259867581,44.9728207735325,28.3602125125258,39.4321766561514,54.0772372125981,9.26217512920734,20.2429149797571,7.31234689773683,5.44879944785499,0,96,25,0,2,0,4,13,9,9,23,2,6,1,2,0,0,7.92832791564259,0,15.8159028903563,51.1468702049809,34.4168260038241,34.2504852152072,87.0816295623202,7.53778313797912,22.5098480585256,3.73329351153588,7.43245754208629,0,79,22,3,3,2,3,10,6,12,6,3,5,3,1,0,11.950762857029,11.8713149459855,7.84990972603815,11.7150890346767,38.8726919339164,22.4374555925358,44.4790392527522,22.0466654418519,10.9289617486339,18.0603214737222,10.7465252901562,3.55252406835056,0,12,4,1,1,1,0,1,0,0,3,0,0,0,1
110029,"Santa Luzia D'Oeste",2,2,1,0,2,1,1,1,3,3,0,1,3,0,20.9073803052478,10.6963311584127,0,23.0467849734962,11.7980179329873,12.1447656060238,12.5928724342022,39.2516027737799,40.7719488991574,0,14.7470874502286,46.189376443418,0,11,0,2,0,0,1,0,0,1,1,2,0,1,3,0,40.3388463089956,0,0,22.2816399286987,0,0,24.5639891918448,25.5950857435372,53.2907007727152,0,29.0782204129107,91.3520097442144,0,9,2,0,1,0,1,1,1,0,2,1,0,0,0,0,0,22.1434898139947,0,23.8663484486873,24.4319569997557,24.9875062468766,0,53.5331905781585,27.7392510402219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110030,"Vilhena",279,21,19,29,24,35,47,28,24,26,21,25,25,19,30.6995102697171,27.1949159820227,38.0567439174825,30.794102929289,43.9610128617363,55.1656142162962,31.9394063833185,26.6140300294972,28.0823027488254,22.1064266540344,25.6547081520401,25.0365533679172,18.5889972703525,344,143,6,10,14,10,20,24,21,15,15,13,19,19,15,17.7693537878339,29.0326326791313,37.0546821237626,25.8779080299149,50.6649778340722,56.8410581910333,48.3614674250973,33.5991398620195,32.7432276090895,27.67134951043,39.4362689138421,38.5106512353812,29.7153271657521,278,136,15,9,15,14,15,23,7,9,11,8,6,6,4,43.3037905251306,25.4079385692507,39.0421655387819,35.6288491881712,37.3682768241947,53.5194880744619,15.8217119092286,19.7654499934115,23.517338692436,16.661459960429,12.1780429884917,11.8771898568799,7.73215804531045,4,1,0,0,0,0,1,0,1,0,0,0,0,1
110032,"São Miguel do Guaporé",21,1,5,2,9,8,13,16,15,5,3,2,4,0,4.29497916935103,21.551724137931,9.16254352208173,41.1353352529823,36.4846992292607,57.6368876080692,70.6994830100305,66.056015501145,21.9471512597665,13.1256562828141,8.72181762679342,17.3875244512063,0,58,7,0,2,1,4,7,8,11,10,4,1,1,2,0,0,16.4853280580284,8.82768361581921,35.2236703064459,61.5168292468583,68.6872155919979,94.3396226415094,85.6751199451679,34.2348510783978,8.5499316005472,8.5404389785635,17.0604793994711,0,46,14,1,3,1,5,1,5,5,5,1,2,1,2,0,9.01550667147494,27.1051680520419,9.52380952380952,47.5149672146726,9.48047023132347,45.8379171250458,45.5746969282654,45.3062703878217,9.01063254640476,17.921146953405,8.911067545892,17.7273533061514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110033,"Nova Mamoré",10,1,11,6,5,10,13,6,11,6,13,6,11,3,4.6189376443418,49.2368291482029,26.6122593808214,21.6048049086117,42.1602934356423,50.8786348870886,22.7289946208046,40.3506841275082,21.3614354884648,44.9593636520837,20.1633229156165,35.9676944707844,9.5565749235474,67,5,0,8,4,3,8,8,1,6,2,6,5,10,1,0,66.8449197860963,34.0860673199829,24.9024653440691,64.8088139987038,60.4686318972033,7.32708089097304,42.6408926160188,13.8197899391929,40.3496973772697,32.7396542692509,63.8080653394589,6.22626237469647,45,5,1,3,2,2,2,5,5,5,4,7,1,1,2,9.93936984395189,28.9212378289791,18.4996762556655,18.0245133381399,17.5824175824176,40.5811216622027,39.2156862745098,37.9075056861258,29.3772032902468,49.8398006407974,6.90369347600966,6.70645831936155,13.0454634400887,3,0,0,0,0,0,0,0,0,0,0,0,2,1
110034,"Alvorada D'Oeste",22,8,1,3,5,1,14,2,1,2,2,1,1,3,47.0339232171204,5.98515681110845,17.800984987836,30.0751879699248,6.0960741282614,85.8474368408143,12.5085996622678,6.38406537282942,13.0276185513288,13.2978723404255,6.79255535932618,6.93914370966623,21.2675457252233,33,7,3,1,2,1,1,10,1,0,2,0,1,1,3,33.925138527649,11.5247205255273,23.0467849734962,11.6836078981189,11.8357202035744,119.617224880383,12.2249388753056,0,25.5558395093279,0,13.3671968988103,13.6986301369863,42.0521446593776,33,15,5,0,1,4,0,4,1,1,0,2,0,0,0,61.2294881214793,0,12.2324159021407,49.5908752789487,0,50.3271263210871,12.8057369701626,13.0446125750065,0,27.0782561603033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110037,"Alto Alegre dos Parecis",9,0,5,6,2,5,9,9,5,2,2,1,3,1,0,42.1052631578947,46.8164794007491,15.5945419103314,38.9620509623627,68.4150513112885,68.3371298405467,37.9247572815534,15.1526630805364,15.1366078861727,7.56029333938157,22.6568990257533,7.54432289701999,27,2,0,2,1,0,3,4,5,4,0,2,0,3,1,0,31.6455696202532,14.8389968838107,0,44.477390659748,58.3175389998542,73.0246823426318,58.5651537335285,0,29.3944738389183,0,44.2739079102716,14.7841513897102,32,7,0,3,5,2,2,5,4,1,2,0,1,0,0,0,54.005400540054,82.277439526082,32.8623069339468,32.8515111695138,79.4155019059721,63.2611102324846,15.7381177211206,31.3479623824451,0,15.5303618574313,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110040,"Alto Paraíso",27,7,1,4,2,8,4,4,7,18,10,11,12,6,40.7711573184227,5.69151963574274,23.3440326816458,11.4652602614079,45.0907451245632,21.2551145119294,20.7705888461938,35.5239786856128,89.4010132114831,48.6310363273841,52.3834468308015,56.0014933731566,27.463724996567,54,17,1,1,2,1,3,2,2,2,6,6,3,5,3,10.7261611069398,10.4766893661603,22.1680336954112,10.8837614279495,32.1130378933847,20.3832042397065,19.98001998002,19.5809672997846,57.6978555630349,56.6625743696289,27.8344776396363,45.5622380171314,26.8961807423346,67,10,6,0,2,1,5,2,2,5,12,4,8,7,3,76.4720876879939,0,24.6517934179712,12.1124031007752,59.5238095238095,22.20495170423,21.6262975778547,52.6814877252134,123.26656394453,40.1042711048727,78.2702279620389,66.9600153051464,28.055737398298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110045,"Buritis",33,10,27,9,8,4,28,17,31,18,18,17,9,1,29.5168098231943,77.8254979390655,27.7923601889881,24.3168485364297,11.9771236937449,79.3493354493156,47.192071731949,84.305566886949,48.0153649167734,47.1130188975554,43.6602717209852,22.6963231956423,2.47794627812469,120,11,4,16,3,6,1,13,8,21,13,8,7,8,1,22.3388808220708,87.4221396568681,17.9200764589929,35.2795907567472,5.79240037071362,72.122052704577,43.6538251664302,112.691172524819,68.7430595949447,41.6862070762337,35.9472089559903,40.5186385737439,4.99550404635828,110,22,6,11,6,2,3,15,9,10,5,10,10,1,0,37.5633882176172,67.1099993899091,38.3582662063675,12.5849484017116,18.5954255253208,86.8960722975322,50.8560773012375,55.1389501543891,26.9150024223502,52.5900604785696,51.376900945335,5.02260170768458,0,7,1,0,1,1,0,1,0,0,1,0,0,1,1
110050,"Novo Horizonte do Oeste",6,0,3,0,0,6,1,4,0,1,0,0,0,1,0,30.8673731865418,0,0,60.4047115675023,10.1667344448963,41.5886878768975,0,10.8908734480505,0,0,0,12.0062432464882,9,2,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,96.6183574879227,0,20.1005025125628,0,21.128248468202,0,0,0,0,13,4,0,3,0,0,1,1,3,0,0,0,0,0,1,0,65.1182982418059,0,0,21.0172341319882,21.1148648648649,64.6133965108766,0,0,0,0,0,24.6062992125984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110060,"Cacaulândia",11,1,0,2,5,0,1,7,2,3,3,1,0,0,17.5223409847556,0,34.8675034867503,86.7453157529493,0,16.7000668002672,116.105490131033,32.9489291598023,49.0998363338789,48.7804878048781,16.1550888529887,0,0,16,2,0,0,1,3,0,1,4,2,1,1,1,0,0,0,0,33.7268128161889,100.908173562059,0,32.69042170644,130.208333333333,64.8508430609598,32.3206205559147,32.2164948453608,32.1027287319422,0,0,20,9,1,0,1,2,0,0,3,0,2,2,0,0,0,38.2116927779901,0,36.0880548538434,71.6589036187746,0,0,101.454176530267,0,66.3129973474801,65.6598818122127,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110070,"Campo Novo de Rondônia",6,1,1,0,2,8,1,1,1,13,7,3,11,1,7.81860828772478,7.74473358116481,0,15.6764383132152,62.2713473962793,7.49119784253502,7.41729713692331,7.3437614746273,94.5660871462865,50.4431793615335,21.4148047683632,77.7989956856921,7.00967334922193,32,3,0,0,0,2,5,1,1,0,8,3,3,6,0,0,0,0,29.3298137556827,72.8332119446468,14.1023833027782,13.9899272523783,0,110.223201984018,41.0396716826265,40.7497962510187,80.9279741030483,0,24,3,1,1,0,0,3,0,0,1,5,4,0,5,1,17.1144959780934,16.9319336268202,0,0,50.1504513540622,0,0,15.5908949173683,77.0534751117275,60.9106136744328,0,74.3494423791822,14.7058823529412,2,1,0,0,1,0,0,0,0,0,0,0,0,0
110080,"Candeias do Jamari",39,13,3,6,9,8,7,4,6,4,13,19,6,2,75.8150113722517,17.096939647803,30.3352040042469,44.3524541691307,38.4855919565113,31.2919088064372,17.3175166681098,25.1688409748731,16.2939427267913,51.464766429137,73.124735403918,22.4778031693702,7.30246823426318,72,14,8,2,4,3,5,5,0,4,1,9,12,4,1,87.8155872667398,21.4799699280421,38.7596899224806,28.3393160778387,46.1041954817888,43.2077428275147,0,32.6131267835304,7.94155019059721,69.6648347395309,90.5660377358491,29.4550810014728,7.19320961012804,67,25,5,1,2,6,3,2,4,2,3,4,7,2,1,62.2122682593007,12.1418164157358,21.143884131515,61.8174325159695,30.1750150875075,18.5219485089831,35.7621814930711,17.2801105927078,25.0899054946893,32.4122842557329,54.9752611324904,15.2520399603447,7.4150971377725,4,1,0,0,0,0,0,0,0,0,0,1,1,1
110090,"Castanheiras",0,0,0,0,0,0,0,5,7,2,1,0,0,0,0,0,0,0,0,0,147.492625368732,210.843373493976,61.4628149969269,31.3774709758393,0,0,0,7,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,116.890707188778,239.234449760765,61.1995104039168,0,0,0,0,8,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,178.677784395473,182.038834951456,61.7283950617284,62.9326620516048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110092,"Chupinguaia",8,0,0,1,1,1,1,0,1,2,1,1,2,5,0,0,12.0467413564631,11.7439812096301,11.4665749340672,10.6598443662723,0,10.0070049034324,19.4382350082612,9.44733112895607,9.18611060077163,17.8858880343409,43.5843793584379,14,6,0,0,1,0,1,0,0,0,1,1,1,2,1,0,0,22.6500566251416,0,21.551724137931,0,0,0,18.7020759304283,18.2481751824818,17.7935943060498,34.7826086956522,17.0039108995069,10,2,0,0,0,1,0,1,0,1,1,0,0,0,4,0,0,0,25.0752256770311,0,22.4416517055655,0,20.9248796819418,20.2347227842979,0,0,0,71.5435521373636,2,0,0,0,0,0,0,0,0,0,0,1,0,1
110094,"Cujubim",6,1,2,0,0,1,4,10,15,5,4,0,3,3,7.08114997875655,13.4345402028616,0,0,5.79307148650214,20.8420175072947,49.4878012569902,70.6247940110175,22.4941515206046,17.2280127487294,0,11.8976799524093,11.4578161402437,28,2,1,2,0,0,1,4,6,4,2,4,0,0,2,13.0395097144347,24.7524752475248,0,0,10.8613011838818,39.4944707740916,56.4174894217207,35.880875493362,17.2057811424639,33.0523880350355,0,0,14.7743222279678,26,4,0,0,0,0,0,0,4,11,3,0,0,3,1,0,0,0,0,0,0,41.7885499373172,109.008026954712,28.291210863825,0,0,24.695423114916,7.90763877906057,3,0,0,0,0,1,0,0,0,0,0,2,0,0
110100,"Governador Jorge Teixeira",8,2,7,5,5,3,1,6,8,14,2,1,7,1,16.9592130925125,60.3916832024847,47.5646879756469,48.6760124610592,29.8804780876494,10.2364622786365,63.6199766726752,88.0281690140845,159.835597670967,23.7247924080664,12.3533045089561,90.1248873438908,13.4318334452653,29,5,2,1,2,3,0,1,4,3,3,0,1,4,0,31.2891113892365,15.8982511923688,36.563071297989,56.1272217025257,0,19.8412698412698,82.525273364968,64.474532559639,67.0690811535882,0,24.3249817562637,101.988781234064,0,41,3,0,6,3,2,3,0,2,5,11,2,0,3,1,0,113.186191284663,59.5001983339945,40.5926527298559,62.3311863702473,0,43.630017452007,112.739571589628,256.64955669622,48.3208504469679,0,78.0234070221066,27.0562770562771,3,0,0,0,0,0,0,0,0,1,0,0,0,2
110110,"Itapuã do Oeste",11,1,1,0,2,1,6,4,1,2,1,1,2,3,12.3304562268804,12.1506682867558,0,22.9885057471264,11.3250283125708,64.3500643500643,42.0388859695218,10.2986611740474,20.2101859337106,9.91866693116445,9.73520249221184,19.1241155096577,28.1928390188892,14,6,0,0,0,1,1,1,1,0,0,0,1,2,1,0,0,0,21.5703192407248,21.2494687632809,20.2142712755205,19.8491464867011,0,0,0,18.5322461082283,36.4830353885443,17.9629962277708,22,5,1,1,0,1,0,5,3,1,2,1,0,0,2,25.5102040816327,25.0563768479078,0,24.6062992125984,0,114.233493260224,67.0091579182488,21.8435998252512,42.7715996578272,20.9336403600586,0,0,39.4166338194718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110120,"Ministro Andreazza",19,3,5,1,3,5,2,0,2,11,3,1,2,1,28.1610813855252,47.2947408248203,9.65996908809892,29.191398267977,49.0051945506224,19.4476857253987,0,19.8570293884035,110.3420603872,30.4043782304652,10.2438024994878,20.703933747412,10.4613453290093,28,7,2,1,0,1,0,1,0,2,9,2,0,2,1,36.2253214997283,18.2915675873422,0,19.00779319521,0,19.1131498470948,0,39.3004519551975,179.247161919936,40.3795679386231,0,41.4593698175788,21.0172341319882,30,12,1,4,1,2,5,1,0,0,2,1,1,0,0,19.485580670304,78.3545543584721,19.8098256735341,39.8724082934609,100.522718134298,19.7941409342835,0,0,40.4203718674212,20.3500203500203,20.5254515599343,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110130,"Mirante da Serra",3,0,2,2,1,4,2,3,0,0,0,4,4,0,0,16.1812297734628,16.8378514901499,8.48824378236143,34.2289919561869,17.0140365801786,25.8197779499096,0,0,0,36.101083032491,36.539691239609,0,16,2,0,2,2,1,2,1,2,0,0,0,2,2,0,0,30.826140567201,33.0633162506199,16.6722240746916,33.6190956463271,16.803898504453,34.1122292341805,0,0,0,36.036036036036,36.556388228843,0,9,1,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,0,34.8614258323165,17.2294968986906,17.3731758165393,0,0,0,36.1663652802893,36.5230094959825,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
110140,"Monte Negro",44,12,28,34,18,15,33,16,19,14,15,8,6,11,94.4138473642801,220.385674931129,241.28876587893,126.724866234863,104.799832320268,221.595487510073,106.284044107878,124.852148771192,91.05098855359,96.5623792970259,50.9716470213444,37.8501135503407,68.7199350284251,147,21,7,9,14,13,11,21,10,12,3,12,4,5,5,105.026256564141,135.338345864662,188.984881209503,174.146014735432,146.198830409357,269.922879177378,127.420998980632,151.668351870576,37.6128385155466,149.365197908887,49.3705257960997,61.2294881214793,60.7754953202869,126,23,5,19,20,5,4,12,6,7,11,3,4,1,6,82.7129859387924,313.790255986788,299.266796348945,74.1949844190533,58.9188392988658,168.728908886389,83.2639467110741,95.8116616479606,148.648648648649,40,52.6801000921902,13.0106687483737,77.120822622108,3,2,0,0,0,0,0,0,1,0,0,0,0,0
110143,"Nova União",1,1,5,9,6,1,2,1,0,1,0,1,1,0,12.5344697919278,62.9247420085578,120.112104630989,80.6776926179911,13.5464643727987,26.892564205997,13.5906496330525,0,13.8850319355735,0,14.1904356463743,14.3472022955524,0,12,0,1,3,3,1,0,2,0,0,1,0,0,1,0,23.2504068821204,69.9300699300699,75.0187546886722,25.2079657171666,0,50.709939148073,0,0,26.3991552270327,0,0,27.5406224180667,0,17,1,0,2,6,5,1,0,1,0,0,0,1,0,0,0,54.7045951859956,171.722953634803,144.092219020173,29.0528762347472,0,28.8433804441881,0,0,0,29.7353553374963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110145,"Parecis",3,1,1,1,0,1,3,5,1,2,3,0,1,0,21.2947189097104,20.7986688851913,20.7900207900208,0,20.0400801603206,56.58242172765,92.0471281296024,17.9694519317161,35.1432085749429,51.5641113784806,0,16.463615409944,0,10,2,0,0,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,37.1195248700817,0,102.564102564103,33.4112930170398,65.402223675605,32.020493115594,0,0,0,12,1,1,1,1,0,0,3,2,0,0,2,0,1,0,44.8229493500672,43.5540069686411,45.1467268623025,0,0,122.549019607843,79.7766254487435,0,0,74.2115027829314,0,35.5113636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110146,"Pimenteiras do Oeste",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,43.4971726837756,0,43.4216239687364,43.8404208680403,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.4402308326463,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90.9918107370337,91.743119266055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
