"Código","Nome Município","Hepatite B 1999-2007","Hepatite B 2008","Hepatite B 2009","Hepatite B 2010","Hepatite B 2011","Hepatite B 2012","Hepatite B 2013","Hepatite B 2014","Hepatite B 2015","Hepatite B 2016","Hepatite B 2017","Hepatite B 2018","Hepatite B 2019","Hepatite B 2020","Tx Det Hep B 2008","Tx Det Hep B 2009","Tx Det Hep B 2010","Tx Det Hep B 2011","Tx Det Hep B 2012","Tx Det Hep B 2013","Tx Det Hep B 2014","Tx Det Hep B 2015","Tx Det Hep B 2016","Tx Det Hep B 2017","Tx Det Hep B 2018","Tx Det Hep B 2019","Tx Det Hep B 2020","Hep B M Total","Hep B M 1999-2007","Hep B M 2008","Hep B M 2009","Hep B M 2010","Hep B M 2011","Hep B M 2012","Hep B M 2013","Hep B M 2014","Hep B M 2015","Hep B M 2016","Hep B M 2017","Hep B M 2018","Hep B M 2019","Hep B M 2020","Tx Det M Hep B M 2008","Tx Det M Hep B M 2009","Tx Det M Hep B M 2010","Tx Det M Hep B M 2011","Tx Det M Hep B M 2012","Tx Det M Hep B M 2013","Tx Det M Hep B M 2014","Tx Det M Hep B M 2015","Tx Det M Hep B M 2016","Tx Det M Hep B M 2017","Tx Det M Hep B M 2018","Tx Det M Hep B M 2019","Tx Det M Hep B M 2020","Hep B F Total","Hep B F 1999-2007","Hep B F 2008","Hep B F 2009","Hep B F 2010","Hep B F 2011","Hep B F 2012","Hep B F 2013","Hep B F 2014","Hep B F 2015","Hep B F 2016","Hep B F 2017","Hep B F 2018","Hep B F 2019","Hep B F 2020","Tx Det F Hep B F 2008","Tx Det F Hep B F 2009","Tx Det F Hep B F 2010","Tx Det F Hep B F 2011","Tx Det F Hep B F 2012","Tx Det F Hep B F 2013","Tx Det F Hep B F 2014","Tx Det F Hep B F 2015","Tx Det F Hep B F 2016","Tx Det F Hep B F 2017","Tx Det F Hep B F 2018","Tx Det F Hep B F 2019","Tx Det F Hep B F 2020","Óbitos B Total","Óbitos B 2000-2007","Óbitos B 2008","Óbitos B 2009","Óbitos B 2010","Óbitos B 2011","Óbitos B 2012","Óbitos B 2013","Óbitos B 2014","Óbitos B 2015","Óbitos B 2016","Óbitos B 2017","Óbitos B 2018","Óbitos B 2019"
316460,"São Sebastião do Oeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316470,"São Sebastião do Paraíso",8,3,0,2,1,3,0,3,3,4,0,3,2,0,4.66926070038911,0,3.07787011388119,1.52692736406529,4.54655674102813,0,4.38917337234821,4.35388366422849,5.76186223387399,0,4.2583392476934,2.81864817633463,0,20,4,2,0,1,1,2,0,1,2,4,0,2,1,0,6.25645196609003,0,3.10732707724815,3.08318431275822,6.1197637771182,0,2.95508274231678,5.86424277965108,11.6441546343735,0,5.74102247610299,2.85095221804083,0,12,4,1,0,1,0,1,0,2,1,0,0,1,1,0,3.09760555090915,0,3.04896640039027,0,3.00273248656277,0,5.79542161692263,2.87364579441938,0,0,2.80796338415747,2.78706800445931,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
316480,"São Sebastião do Rio Preto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316490,"São Sebastião do Rio Verde",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,43.5729847494553,0,0,0,0,0,0,0,0,44.8229493500672,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,85.0340136054422,0,0,0,0,0,0,0,0,90.1713255184851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316500,"São Tiago",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316510,"São Tomás de Aquino",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0984068800226,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.2885431400283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
316520,"São Thomé das Letras",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0449438202247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.2605042016807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316530,"São Vicente de Minas",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,14.0134529147982,13.6109976861304,13.4825401105568,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28.1135788585887,27.8629144608526,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.1591526344378,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
316540,"Sapucaí-Mirim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316550,"Sardoá",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.7476134650812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.3889816360601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316553,"Sarzedo",5,1,1,3,2,0,0,4,0,3,1,1,2,2,4.02771064926696,3.90945697642597,11.6216006818006,7.55572346052135,0,0,13.6850388312977,0,9.77867596727403,3.18836883050631,3.11827621690729,6.10649731314118,5.98569419088379,13,3,1,1,2,0,0,0,1,0,3,1,1,0,0,7.95228628230616,7.70772313858486,15.5388081734131,0,0,0,6.86341798215511,0,19.6360780206833,6.40122903597491,6.26487908783361,0,0,12,2,0,0,1,2,0,0,3,0,0,0,0,2,2,0,0,7.72618403770378,15.0715900527506,0,0,20.4652431953066,0,0,0,0,12.1536217792902,11.9083060434653,2,2,0,0,0,0,0,0,0,0,0,0,0,0
316555,"Setubinha",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,8.63259668508287,9.1869545245751,0,8.98795613877404,0,0,0,0,8.32916874895886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,17.1762281003092,18.06684733514,0,17.6803394625177,0,0,0,0,16.5343915343915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316556,"Sem-Peixe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316557,"Senador Amaral",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.6846038863976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0754121360926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316560,"Senador Cortes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316570,"Senador Firmino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316580,"Senador José Bento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316590,"Senador Modestino Gonçalves",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0896841175171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44.7828034034931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316600,"Senhora de Oliveira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316610,"Senhora do Porto",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27.4649821477616,0,0,0,0,0,0,0,0,0,0,28.4171639670361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,55.5864369093941,0,0,0,0,0,0,0,0,0,0,58.173356602676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316620,"Senhora dos Remédios",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316630,"Sericita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316640,"Seritinga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316650,"Serra Azul de Minas",0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,23.2828870779977,0,23.2883092687471,46.5874679711158,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,46.7508181393174,93.6329588014981,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.5549348230912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316660,"Serra da Saudade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316670,"Serra dos Aimorés",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316680,"Serra do Salitre",1,1,1,0,0,0,0,1,0,0,0,0,1,0,9.38350380031904,9.27643784786642,0,0,0,0,8.98876404494382,0,0,0,0,8.63408737696425,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,17.4246384387524,0,0,0,0,17.5500175500175,0,0,0,0,16.9319336268202,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0481154771451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
316690,"Serrania",1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,13.0276185513288,26.0620276257493,0,13.0344108446298,0,0,13.0412102243088,4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,26.048450117218,26.1164794985636,0,26.2260687123,0,0,26.3991552270327,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0078023407022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316695,"Serranópolis de Minas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316700,"Serranos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316710,"Serro",0,0,0,0,2,2,1,1,1,0,0,3,1,0,0,0,0,9.60522524253194,9.61122591186506,4.73215975771342,4.73866274937213,4.74518363860681,0,0,14.2904777783071,4.76962701516741,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.64599209028649,0,0,9.48226815854352,0,0,0,0,0,9,0,0,0,0,2,1,1,1,0,0,0,3,1,0,0,0,0,19.1405876160398,9.57670944263551,9.45984296660675,9.47867298578199,0,0,0,28.6834305382924,9.57946163425616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316720,"Sete Lagoas",22,4,4,3,4,4,2,4,2,2,1,3,2,0,1.80371926913295,1.77492212529175,1.40087414546677,1.84842883548983,1.83004382954972,0.887220913571375,1.75549469840601,0.868270362025327,0.859582844445591,0.425629719169511,1.26429709295955,0.834588693826965,0,32,13,2,2,2,1,2,1,3,1,1,1,2,1,0,1.85453061830051,1.82515057492243,1.92324335759825,0.95163776859976,1.88428599692861,0.912500342187628,2.70811894058387,0.892865114867097,0.883923204751971,0.875357802501773,1.73349281467228,0.858214399121188,0,25,9,2,2,1,3,2,1,1,1,1,0,1,1,0,1.75561797752809,1.72738422207252,0.907762275215366,2.69498194362098,1.77883717413927,0.863304383859661,0.854131433745025,0.844994254039072,0.836547068320799,0,0.820263796837063,0.812228918598418,0,11,6,1,2,0,1,0,1,0,0,0,0,0,0
316730,"Silveirânia",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44.404973357016,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.8896434634974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
316740,"Silvianópolis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.9718894745248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.8451573103023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316750,"Simão Pereira",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,38.3729854182655,0,0,0,0,0,0,38.3877159309021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.3650793650794,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.8049155145929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316760,"Simonésia",7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5.17785947289391,0,0,10.1869301685937,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.9403578528827,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21.3287831929188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316770,"Sobrália",0,1,0,0,0,1,0,0,0,0,1,1,0,0,16.2946064852534,0,0,0,17.3550850399167,0,0,0,0,17.7430801987225,17.8762960314623,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35.4609929078014,0,0,0,0,0,36.697247706422,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,32.4675324675325,0,0,0,0,0,0,0,0,34.5901072293324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316780,"Soledade de Minas",0,1,0,0,0,0,0,0,1,0,0,0,0,0,17.4216027874564,0,0,0,0,0,0,16.6889185580774,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,34.6380325597506,0,0,0,0,0,0,33.1455087835598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316790,"Tabuleiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316800,"Taiobeiras",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.17894268366341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.50237336627869,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
316805,"Taparuba",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.6856780735108,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65.6167979002625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316810,"Tapira",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.1141088014153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.0509031198686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316820,"Tapiraí",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,105.876124933827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,227.790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316830,"Taquaraçu de Minas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
316840,"Tarumirim",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7.01065619742008,0,0,6.93240901213172,0,6.95652173913043,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.1003948110547,0,0,13.8773244518457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.941168269901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316850,"Teixeiras",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8.781944322473,0,8.61474844934528,0,0,8.59106529209622,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18.0082838105529,0,17.6897222713603,0,0,17.6959830118563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316860,"Teófilo Otoni",55,20,18,15,9,18,14,14,15,15,21,29,16,7,15.3232046950299,13.791095549307,11.1321384838027,6.65907039377303,13.2793307217316,10.1175807419077,10.0897264963425,10.7801214560351,10.7518403566744,15.0141562044213,20.6795735729311,11.3804483896666,4.96675819692487,171,33,13,11,10,8,11,10,10,11,11,14,14,10,5,20.7296849087894,17.5405026151295,15.5120528650762,12.3720268472983,16.9624820737405,15.0734074944982,15.0274250507176,16.4771791069369,16.4282087278593,20.8451207528066,20.7829223757849,14.801000547637,7.38007380073801,95,22,7,7,5,1,7,4,4,4,4,7,15,6,2,10.3231134510168,10.3234179362013,7.11450077548058,1.41860069227714,9.9009900990099,5.55316460968194,5.53939897521119,5.52593042853591,5.51321103193528,9.62781613621984,20.584037764848,8.21591422585548,2.73272575730663,2,1,0,0,0,0,1,0,0,0,0,0,0,0
316870,"Timóteo",32,8,8,5,8,8,10,6,4,6,7,12,8,1,10.1137800252845,10.0234297670806,6.15437637704171,9.75693046967424,9.67141371890036,11.7420506317223,6.97925996580163,4.60871969766799,6.852209266471,7.9260836088591,13.4695251992367,8.90452127067519,1.10414274357389,63,13,2,5,3,5,2,7,4,2,5,3,7,4,1,5.20467379706977,12.8969021641002,7.65442808664813,12.6412661492175,5.01152651097524,17.031215785504,9.6418068746083,4.77554918815664,11.8351598930102,7.04109653343347,16.2885398487493,9.23126629895456,2.28942970306097,60,19,6,3,2,3,6,3,2,2,1,4,5,4,0,14.7518009490325,7.30922911996881,4.75624256837099,7.06880301602262,14.0154169586545,6.80843337947938,4.49609963356788,4.4531528322052,2.20672610115632,8.75101183574351,10.842459069717,8.60011610156737,0,8,3,0,0,1,0,0,1,0,1,0,0,1,1
316880,"Tiradentes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316890,"Tiros",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,13.1078778345786,0,0,14.6929180135175,0,0,0,0,15.1538111835127,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.9490865528601,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,28.3527076835838,0,0,30.0932891965092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316900,"Tocantins",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.11172228333945,0,0,0,0,6.00276127018428,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0918984280532,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.1713729308666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
316905,"Tocos do Moji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316910,"Toledo",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.9795461808885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.7609723160027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
